Filename,Topic 1,Topic 2,Topic 3
570242newsML.xml,39 (0.4993966009850139),23 (0.267872812538021),16 (0.07189052593167833)
479532newsML.xml,24 (0.6106964867573575),43 (0.1645959051204187),42 (0.15196709251612384)
633656newsML.xml,41 (0.4688554780458886),8 (0.37463629719828784),22 (0.09532187938046363)
522654newsML.xml,29 (0.25417703002017344),14 (0.22851318126812986),44 (0.1986187711301784)
479018newsML.xml,12 (0.8021317911530422),11 (0.1612463787917614),22 (0.0330476855684981)
570768newsML.xml,16 (0.370717070107883),38 (0.32114762994704094),9 (0.16732137708189748)
609730newsML.xml,39 (0.9855882352941161),49 (0.000294117647058859),11 (0.000294117647058859)
480122newsML.xml,39 (0.6808267572232825),15 (0.14973452192238274),38 (0.07225723113489838)
480408newsML.xml,49 (0.7051844945358993),23 (0.10172834875225042),24 (0.08515071960227517)
611231newsML.xml,16 (0.37367172653479946),12 (0.18664289883253898),29 (0.14338737730170367)
568743newsML.xml,32 (0.6517968518890961),29 (0.1646493996618807),13 (0.1265606563885465)
608736newsML.xml,44 (0.3516717567135607),47 (0.25781503998180894),24 (0.1609787261746802)
478534newsML.xml,30 (0.5108692922812671),41 (0.4272279862186625),49 (0.054501146696887624)
523378newsML.xml,35 (0.8344474819991102),46 (0.0793670999746494),41 (0.04476639788189653)
694362newsML.xml,41 (0.7914944942060863),30 (0.14790518651982515),40 (0.05775183442559718)
571244newsML.xml,16 (0.7420147804677913),20 (0.23398521953219467),26 (0.0005000000000003004)
714559newsML.xml,11 (0.7058933726569127),46 (0.17171801523753424),21 (0.09265546052772458)
800894newsML.xml,35 (0.37970860954906316),28 (0.2983551209015528),40 (0.10103836668194811)
568575newsML.xml,42 (0.808254921432045),37 (0.14440674015744748),32 (0.033715150004706165)
611007newsML.xml,19 (0.9824999999999361),39 (0.0003571428572051347),49 (0.0003571428571428869)
480314newsML.xml,36 (0.3872092218402384),24 (0.2463806814607906),23 (0.2039995352225804)
611836newsML.xml,19 (0.9754999999999976),49 (0.000500000000000043),12 (0.000500000000000043)
478702newsML.xml,13 (0.5583850608077882),48 (0.1732831190253618),16 (0.11469649516933648)
571072newsML.xml,23 (0.505652373695396),35 (0.18658797460415305),21 (0.13771199019641397)
608500newsML.xml,24 (0.5790017300125601),44 (0.30368110912474666),13 (0.07287761146224427)
478228newsML.xml,17 (0.32080493479050737),42 (0.19246128807837962),36 (0.181624728729092)
478472newsML.xml,16 (0.5482705305250583),7 (0.23939885556887677),4 (0.1395320360465816)
478191newsML.xml,23 (0.4576567374180252),39 (0.2254725809311538),25 (0.12718453398442417)
608670newsML.xml,41 (0.889529843499295),1 (0.08631049098211603),14 (0.02047339100876352)
608393newsML.xml,45 (0.7276940270956807),26 (0.15044346646124124),3 (0.09421544761954133)
478158newsML.xml,5 (0.6028283144339419),29 (0.3814339806480161),49 (0.00032786885245920396)
568605newsML.xml,23 (0.5672860153405077),21 (0.16872467885137318),17 (0.11759603413927118)
611377newsML.xml,19 (0.9094393394452269),6 (0.06969109533736874),49 (0.00043478260869591674)
630239newsML.xml,18 (0.904360272451144),22 (0.06296011170772683),30 (0.024635270888315988)
611694newsML.xml,19 (0.888426332825247),21 (0.0907041019573393),49 (0.0004347826086961152)
478969newsML.xml,39 (0.40102865069845867),3 (0.3148608513066591),0 (0.18582090432503784)
480064newsML.xml,17 (0.3380428050992651),25 (0.17221882686464893),41 (0.12954958110844836)
480587newsML.xml,25 (0.9771632382349773),19 (0.01607619838473629),12 (0.0001408450704226292)
694538newsML.xml,37 (0.9952195121951157),11 (9.756097560987874e-05),21 (9.756097560987874e-05)
608446newsML.xml,12 (0.6282891612076017),24 (0.1785094858186949),11 (0.06983075589869701)
478644newsML.xml,25 (0.36876996903041886),43 (0.1869292272306202),37 (0.15683574349503113)
571134newsML.xml,39 (0.6160926720438757),4 (0.17787152704322917),19 (0.06963877267463292)
611970newsML.xml,47 (0.8850537564837252),17 (0.10955298508929821),49 (0.0001123595505620073)
568928newsML.xml,41 (0.6344308256713108),30 (0.2197482071421605),1 (0.1437459119988876)
480252newsML.xml,30 (0.35753985805662325),37 (0.3109816709702125),23 (0.1657840004936254)
608994newsML.xml,38 (0.5087178985175933),42 (0.19491444838470984),24 (0.12955589279380342)
611141newsML.xml,19 (0.9046255010874196),3 (0.07853239364941161),49 (0.0003508771929826792)
611188newsML.xml,19 (0.7900518976531714),6 (0.1895225704319238),49 (0.00042553191489384497)
800636newsML.xml,8 (0.3523644317120165),24 (0.297921684470575),14 (0.14885097323035248)
568433newsML.xml,39 (0.9229578009739958),13 (0.0463330797266522),12 (0.016466695056877156)
608980newsML.xml,13 (0.34373538646609764),33 (0.2238001069594483),41 (0.209180850972511)
656576newsML.xml,5 (0.474544396926792),44 (0.1243874664557665),21 (0.1173936734304381)
608949newsML.xml,0 (0.3176543053785917),33 (0.21662433984169122),15 (0.16498116214703865)
480246newsML.xml,13 (0.6098186107129909),44 (0.2725786819208709),17 (0.11079111316322908)
568427newsML.xml,23 (0.42225051392217927),39 (0.3685722631257284),4 (0.18874244034332394)
611155newsML.xml,19 (0.9212186623371615),3 (0.06132679220827656),49 (0.0003636363636367012)
608178newsML.xml,37 (0.3999238819918153),23 (0.3923395791297578),43 (0.12827938030507804)
571120newsML.xml,37 (0.3930723272129855),25 (0.2819010541652358),12 (0.20020317480008476)
478650newsML.xml,42 (0.6210164129286555),29 (0.19796910525579678),32 (0.1675859103869581)
478699newsML.xml,16 (0.5125634367894542),42 (0.29285920294116413),32 (0.0881779771669187)
608452newsML.xml,44 (0.7210720219523289),14 (0.27635425150611165),49 (5.361930294915642e-05)
611964newsML.xml,47 (0.36313243061569217),14 (0.2640939657199089),29 (0.20507158062285297)
611680newsML.xml,19 (0.9760975609756072),49 (0.0004878048780488269),12 (0.0004878048780488269)
611363newsML.xml,19 (0.9068046394319786),25 (0.07276982865312581),12 (0.00042553191489365166)
568611newsML.xml,23 (0.7197339048276927),26 (0.1149759409115313),7 (0.08217524393091802)
611649newsML.xml,4 (0.5384002028712991),33 (0.11179073777443868),5 (0.10240742796210975)
480593newsML.xml,47 (0.8492006406052139),27 (0.06399994986009241),11 (0.03993842299399119)
480070newsML.xml,37 (0.3307817490966081),21 (0.25305380640863934),23 (0.13120922152024814)
608387newsML.xml,30 (0.28959728311445254),5 (0.21389208579797214),8 (0.17980038199874965)
608664newsML.xml,16 (0.7063392754120296),49 (0.23693437709194726),10 (0.04451855528821611)
478185newsML.xml,23 (0.4756194269453823),46 (0.3640595174291267),39 (0.14224413254852206)
478466newsML.xml,22 (0.3660394271499036),10 (0.19648451953565824),37 (0.15743660605785206)
611822newsML.xml,19 (0.8939942914512878),6 (0.08368012715334829),49 (0.00046511627907007565)
608514newsML.xml,16 (0.4946120622666938),43 (0.1772019548189929),20 (0.1171721761695174)
571066newsML.xml,42 (0.7601404129647584),19 (0.17819895090815147),32 (0.026849780990180663)
478716newsML.xml,13 (0.29484364605791386),44 (0.27516379360764814),24 (0.17866984512368808)
611013newsML.xml,19 (0.9803999999999894),39 (0.0004000000000033206),49 (0.00040000000000014416)
568561newsML.xml,23 (0.5986879041844311),2 (0.3850409093748566),12 (0.0003389830508481697)
611539newsML.xml,19 (0.898158065984931),43 (0.07784193401503758),39 (0.0005000000000006506)
629941newsML.xml,33 (0.1889120338212995),46 (0.18060409938671565),1 (0.13651619118531153)
480300newsML.xml,16 (0.7439783788745159),42 (0.1460069029416821),32 (0.07891380479729317)
694376newsML.xml,30 (0.9042554743716588),44 (0.039970507446823296),33 (0.038662778616748855)
608208newsML.xml,23 (0.4397015626502522),39 (0.22367851014348378),42 (0.1804226258477828)
571250newsML.xml,16 (0.7243168925459412),48 (0.1283153431168203),24 (0.08705683735802786)
478520newsML.xml,41 (0.4957700947568327),14 (0.18555988046407068),30 (0.16266915038359753)
713471newsML.xml,5 (0.9185103459921822),27 (0.07552692108855436),49 (0.00012422360248464317)
608722newsML.xml,48 (0.5287716324777654),44 (0.2551456381986322),41 (0.1991734921226954)
480136newsML.xml,7 (0.35601952739173587),23 (0.2659695990794559),13 (0.22212353258378448)
568757newsML.xml,13 (0.505927787384915),29 (0.2644593409772165),24 (0.08918081331845952)
611225newsML.xml,19 (0.9782222222222186),49 (0.0004444444444445133),12 (0.0004444444444445133)
609724newsML.xml,39 (0.8700957158263837),7 (0.12222428417360631),49 (0.0001600000000002108)
733539newsML.xml,5 (0.17553049905430354),44 (0.1702290259308135),1 (0.14639982874890775)
522640newsML.xml,23 (0.3738923218370728),14 (0.3228420832346115),8 (0.18055842910329245)
479526newsML.xml,16 (0.18479969595591106),24 (0.1523954241628248),39 (0.14943905296257518)
570256newsML.xml,44 (0.6000594112309947),37 (0.2684465619815405),13 (0.10448777045853948)
522689newsML.xml,14 (0.3342797508986676),46 (0.3033691896943656),18 (0.18098954987002683)
733013newsML.xml,11 (0.24823335632589058),24 (0.24669360776173485),34 (0.20363814891257892)
645223newsML.xml,44 (0.36298072660279374),14 (0.29657455556775514),25 (0.1666390443568716)
610223newsML.xml,16 (0.5904928442778697),42 (0.09888123326161911),5 (0.09649613294627372)
569798newsML.xml,27 (0.4020736188274139),5 (0.34865913290614203),11 (0.24570664220582578)
610709newsML.xml,4 (0.24795082097471546),12 (0.22112335345554182),20 (0.1990214563250072)
569751newsML.xml,15 (0.5189858349872013),23 (0.45430243168855106),11 (0.021116495229000293)
610824newsML.xml,19 (0.9824999999999976),49 (0.00035714285714290257),12 (0.00035714285714290257)
655433newsML.xml,27 (0.9665471120373221),1 (0.018907433417176458),49 (0.0003030303030312777)
789603newsML.xml,22 (0.5334010199466662),45 (0.19991065287722457),48 (0.100917322836236)
479710newsML.xml,39 (0.8439255403700301),17 (0.10394872082105483),6 (0.029744786427945123)
570583newsML.xml,33 (0.1901153511536663),5 (0.18868734026538017),41 (0.12626765503866189)
612010newsML.xml,24 (0.35841323463228336),8 (0.3255592422703447),14 (0.2052184466069245)
712688newsML.xml,12 (0.31272676242895914),5 (0.2936795948829571),38 (0.20161066429560534)
570060newsML.xml,39 (0.8657182820057919),45 (0.11553166025945706),32 (0.015416724401413723)
609038newsML.xml,4 (0.6214402046660661),14 (0.25831027010806806),25 (0.09087898931927561)
609512newsML.xml,30 (0.5982227628551487),37 (0.18243699499142518),41 (0.141499488349244)
569084newsML.xml,16 (0.9207026118454614),29 (0.07416369831495376),49 (0.00010695187165801177)
569567newsML.xml,42 (0.9881927710843292),49 (0.0002409638554218538),11 (0.0002409638554218538)
610015newsML.xml,14 (0.9909259259259221),49 (0.00018518518518526842),12 (0.00018518518518526842)
570898newsML.xml,25 (0.5491414196994406),20 (0.14940553593745576),29 (0.07827255972899147)
609809newsML.xml,39 (0.8574711613158444),3 (0.13252883868412546),36 (0.00020833333335554323)
570851newsML.xml,12 (0.4076930329578907),21 (0.3337382611735671),32 (0.16222465402941652)
569617newsML.xml,43 (0.7399524080118293),23 (0.12349800700241284),39 (0.0652828529176435)
610365newsML.xml,38 (0.8263080083511651),19 (0.16096474858574933),3 (0.007562407898246143)
477966newsML.xml,43 (0.5880722868431147),39 (0.19204285151135572),17 (0.10563042140185741)
610686newsML.xml,19 (0.9754999999999906),49 (0.000500000000000186),12 (0.000500000000000186)
645365newsML.xml,17 (0.5561878481781177),30 (0.1840259329041975),46 (0.17803559739646638)
479460newsML.xml,16 (0.5614037034826321),14 (0.22009298933784202),34 (0.14194350712087186)
479183newsML.xml,7 (0.9916239316239275),43 (0.0001709401709402623),49 (0.00017094017094025876)
570310newsML.xml,29 (0.3054259949822395),24 (0.19757737776497813),16 (0.18165532421275984)
609348newsML.xml,5 (0.4448147300927259),25 (0.17337113329844528),7 (0.11865001066736448)
609662newsML.xml,12 (0.39597635698966305),0 (0.24059735435406382),10 (0.2224156502676977)
609381newsML.xml,16 (0.3650438148180744),26 (0.24233691890221365),21 (0.2185456581305991)
522706newsML.xml,41 (0.35756665332782045),46 (0.22394768787729488),30 (0.19024309203076062)
570917newsML.xml,16 (0.4579054865754114),11 (0.2910665316163079),19 (0.0946087218292028)
645153newsML.xml,22 (0.5722744810496739),2 (0.22659567619624535),8 (0.13174050603827334)
609986newsML.xml,42 (0.8516322157220563),4 (0.07712390614308234),32 (0.044288057712758185)
799363newsML.xml,37 (0.2920793885876925),25 (0.2828451351215235),6 (0.17855412494105788)
610153newsML.xml,1 (0.4459179254443012),5 (0.2721361356763379),23 (0.1668400910572019)
532116newsML.xml,45 (0.8848088163442246),16 (0.10591226541299653),29 (0.007056696020552102)
610479newsML.xml,4 (0.5733565191272251),16 (0.35051643959080214),29 (0.07364683020017504)
569421newsML.xml,16 (0.8313705056438667),43 (0.15547880942461978),49 (0.00027397260273986397)
609454newsML.xml,12 (0.6897836647068115),21 (0.19005670304446645),5 (0.0966596322486932)
522530newsML.xml,8 (0.783958173266311),48 (0.18385127219472447),37 (0.01702926421589847)
479656newsML.xml,23 (0.5082510998262363),9 (0.19000223264264146),37 (0.17461421099603966)
570126newsML.xml,39 (0.8181225493173289),25 (0.06931274411714261),23 (0.04468204051966312)
789745newsML.xml,24 (0.3356876645843473),4 (0.2514454181344844),17 (0.15246080220054684)
659876newsML.xml,11 (0.5270307396224678),44 (0.3958088736424274),24 (0.07398471105942231)
610962newsML.xml,19 (0.972777777777766),49 (0.0005555555555557905),12 (0.0005555555555557905)
611891newsML.xml,24 (0.5962227937105258),16 (0.32289041062360047),42 (0.07066940436151457)
568800newsML.xml,13 (0.43462288207914107),25 (0.43196744389131786),3 (0.11774300736283955)
611858newsML.xml,19 (0.8790224995141679),15 (0.07974094665430259),29 (0.02315963075459317)
694410newsML.xml,25 (0.42925003126281597),41 (0.3453632362691742),4 (0.2230009456659725)
478246newsML.xml,32 (0.4443442804848111),29 (0.370335257742337),16 (0.09613186180190673)
713317newsML.xml,37 (0.6610344953672521),28 (0.17916562865899135),23 (0.10196578337925175)
611069newsML.xml,19 (0.9811538461538392),49 (0.0003846153846155234),12 (0.0003846153846155234)
658457newsML.xml,37 (0.3559641683507219),45 (0.23717550824050151),33 (0.15178208703504842)
611543newsML.xml,19 (0.8442935152760389),29 (0.13229185057761464),49 (0.000487804878048877)
608875newsML.xml,5 (0.6042422448207082),24 (0.30992361440629396),48 (0.07876647160006077)
480699newsML.xml,16 (0.8307272938582166),1 (0.07351766693779424),7 (0.07077010040244217)
480650newsML.xml,7 (0.22582177340886964),41 (0.20499136573346816),46 (0.19110613159705667)
608791newsML.xml,47 (0.36830276655451866),30 (0.3582103522914881),41 (0.13476566279904498)
608272newsML.xml,36 (0.5107386775468441),23 (0.37119357062599595),27 (0.046012052304724105)
478593newsML.xml,42 (0.5982684181086244),29 (0.23150299531648244),32 (0.09234879751068036)
608758newsML.xml,16 (0.49251059957326826),48 (0.2016536210443387),29 (0.13007838573676747)
694626newsML.xml,24 (0.4023989637624662),6 (0.2137588624792676),1 (0.14329127305122932)
478070newsML.xml,23 (0.319871121540669),24 (0.27605412687045566),42 (0.24653290871095435)
480185newsML.xml,24 (0.5684096111816968),48 (0.2164350572712118),36 (0.1442903187923044)
478841newsML.xml,29 (0.9242100958132861),32 (0.047714205161559484),4 (0.01586790681732798)
480466newsML.xml,11 (0.359556295455255),41 (0.2898131741970166),25 (0.10730543084062145)
478888newsML.xml,29 (0.3676017121777966),16 (0.3306791003469614),34 (0.27037448407211817)
611296newsML.xml,19 (0.9782222222222169),49 (0.00044444444444454833),12 (0.00044444444444454833)
611775newsML.xml,39 (0.46132324024411747),12 (0.13763160313163217),4 (0.1280090434163047)
480716newsML.xml,14 (0.5165625255301877),16 (0.3104694617638543),10 (0.08898706038253432)
608933newsML.xml,29 (0.4224707065460651),13 (0.2146641274844962),12 (0.16695323001166765)
611405newsML.xml,0 (0.8355854011848984),21 (0.14786287467715764),43 (0.0003448275862071603)
568494newsML.xml,16 (0.459909912602015),10 (0.21364282947754515),12 (0.11302321642471841)
608428newsML.xml,22 (0.2724367840180538),8 (0.2660749352941258),45 (0.2618096767208306)
694556newsML.xml,43 (0.4542686650736467),16 (0.41754335644758683),22 (0.10763699491315491)
571193newsML.xml,20 (0.7228077866594742),31 (0.06909104566974729),37 (0.057001571561985105)
478300newsML.xml,8 (0.44662247980450065),33 (0.2715979368118894),25 (0.2530278699365379)
568946newsML.xml,39 (0.5507266659321337),24 (0.15853121241092719),20 (0.14261954608761618)
611319newsML.xml,19 (0.9748717948717871),49 (0.0005128205128206667),12 (0.0005128205128206667)
568341newsML.xml,39 (0.8609834854301861),23 (0.05546056828054354),25 (0.04503801430476133)
568388newsML.xml,5 (0.34529025897936705),24 (0.32611471693497673),16 (0.1572740176219774)
711548newsML.xml,44 (0.2993815135719227),23 (0.27532784107140545),25 (0.09028775700265462)
611633newsML.xml,12 (0.9541569689250444),19 (0.027107632888756245),32 (0.010902064852859626)
478907newsML.xml,41 (0.2511901281595647),21 (0.24144705728347668),5 (0.2378750223595565)
480520newsML.xml,25 (0.8013144938419228),16 (0.13370337413730146),38 (0.03733507319723294)
478136newsML.xml,39 (0.8237055991557981),45 (0.16414250210999054),49 (0.0002531645569627363)
694283newsML.xml,4 (0.48103909077984247),48 (0.3977907781853666),40 (0.057486473680625164)
713584newsML.xml,41 (0.41659433263159656),40 (0.24532106610600554),46 (0.2362878140724794)
